mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_iter,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.02115311622619629,0.005425753044117149,0.0017983436584472657,0.0004003137941922135,100,0.01,"{'max_iter': 100, 'tol': 0.01}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.018198490142822266,0.0014667268380240913,0.0015952110290527344,0.00048621112773760593,100,0.001,"{'max_iter': 100, 'tol': 0.001}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.02281489372253418,0.003634081517879393,0.001595783233642578,0.0004887837752127843,100,0.0001,"{'max_iter': 100, 'tol': 0.0001}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.016811513900756837,0.0007469581347347898,0.0015895366668701172,0.000482521602236141,150,0.01,"{'max_iter': 150, 'tol': 0.01}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.01944003105163574,0.0014536519829671615,0.0017971515655517579,0.00039922002946676365,150,0.001,"{'max_iter': 150, 'tol': 0.001}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.021222305297851563,0.000549382782773611,0.0015862464904785156,0.00047946120659806584,150,0.0001,"{'max_iter': 150, 'tol': 0.0001}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.01755867004394531,0.0013320442352990857,0.0011832714080810547,0.0004220062460262487,200,0.01,"{'max_iter': 200, 'tol': 0.01}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.01801290512084961,0.0008813390443893307,0.0013874530792236327,0.0004762422808703227,200,0.001,"{'max_iter': 200, 'tol': 0.001}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.022145414352416994,0.0022523488273431553,0.003216266632080078,0.001609192729708196,200,0.0001,"{'max_iter': 200, 'tol': 0.0001}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
